age,sex,height_cm,weight_kg,activity_level,goal,target_calories
31,female,168.6,86.3,high,weight_loss,2251
60,female,176.8,77.2,low,weight_loss,1438
43,female,154.8,71.8,high,maintenance,2151
29,female,186.4,68.1,low,maintenance,2010
57,male,179.6,68.8,medium,muscle_gain,2717
61,male,181.6,74.7,medium,weight_loss,2038
52,female,181.2,80.6,low,muscle_gain,2119
34,female,176.4,43.9,low,maintenance,1449
64,female,163.9,58.9,low,maintenance,1369
22,female,176.9,83.7,low,weight_loss,1683
29,male,173.0,67.6,high,maintenance,2951
45,male,170.6,97.2,medium,muscle_gain,3195
45,female,169.0,64.6,high,maintenance,2377
54,male,167.2,58.2,medium,maintenance,2059
27,male,166.2,99.9,low,muscle_gain,2522
40,male,180.1,91.9,low,weight_loss,1914
55,male,193.3,67.3,low,muscle_gain,2159
45,female,172.5,64.6,medium,maintenance,1985
35,female,171.1,73.8,high,weight_loss,2002
40,female,185.8,52.3,low,maintenance,1594
28,female,174.5,68.9,high,muscle_gain,2827
49,male,181.4,116.8,medium,weight_loss,2709
22,male,167.4,98.0,high,weight_loss,2803
50,male,168.2,79.3,low,maintenance,1856
50,female,168.1,64.5,medium,maintenance,1968
41,male,183.3,77.9,low,weight_loss,1690
41,female,173.6,73.4,medium,maintenance,2307
30,male,185.3,78.6,medium,weight_loss,2420
32,female,172.0,56.7,medium,muscle_gain,2222
37,male,174.4,73.2,medium,maintenance,2507
24,female,163.9,43.1,medium,maintenance,1790
44,female,177.2,56.8,medium,weight_loss,1655
38,female,176.1,63.8,medium,maintenance,2139
35,male,181.2,55.0,low,maintenance,1839
62,female,169.5,83.4,low,muscle_gain,1952
49,male,174.5,61.2,low,maintenance,1842
28,male,170.7,86.4,low,maintenance,2185
24,female,162.4,85.9,low,muscle_gain,2076
27,female,184.2,60.1,low,maintenance,1718
39,male,166.2,77.6,high,muscle_gain,3150
37,female,167.4,56.5,medium,maintenance,2039
62,male,171.3,82.2,low,weight_loss,1640
52,male,173.8,76.6,low,maintenance,1858
39,male,179.5,101.8,medium,maintenance,3120
31,female,168.3,62.4,medium,maintenance,2126
54,female,161.0,53.5,low,muscle_gain,1404
32,male,180.3,88.1,low,muscle_gain,2432
55,male,177.3,84.1,medium,weight_loss,2025
31,male,199.9,92.1,low,weight_loss,2001
33,male,175.2,81.3,low,weight_loss,1783
58,female,173.2,50.0,high,maintenance,2083
20,male,169.3,85.8,low,weight_loss,1903
42,female,161.8,60.1,low,weight_loss,1298
26,female,172.6,48.8,low,maintenance,1643
45,female,179.9,56.4,low,maintenance,1529
35,female,164.2,50.0,low,weight_loss,1129
38,female,157.2,47.8,high,muscle_gain,2130
51,female,175.3,45.7,low,weight_loss,1354
51,female,161.6,52.4,low,muscle_gain,1669
32,male,167.4,48.7,low,weight_loss,1353
31,female,173.2,71.5,low,maintenance,1831
48,female,177.1,78.1,medium,weight_loss,1898
37,female,176.0,71.9,high,maintenance,2557
46,female,173.8,68.0,low,maintenance,1625
56,female,171.6,76.8,medium,weight_loss,1948
60,female,169.6,66.4,high,maintenance,2173
49,female,170.2,42.0,high,maintenance,1808
41,female,180.5,85.8,low,muscle_gain,2119
37,male,170.0,65.4,low,maintenance,1718
24,male,179.9,103.8,high,weight_loss,3027
36,male,184.0,90.9,low,maintenance,2232
38,male,171.6,71.3,low,weight_loss,1728
23,female,172.3,52.5,medium,maintenance,2103
49,female,178.1,63.6,medium,weight_loss,1790
27,female,172.2,98.3,medium,muscle_gain,2980
45,male,171.3,96.3,high,weight_loss,2713
20,male,179.4,78.4,low,muscle_gain,2364
46,male,179.6,85.1,medium,muscle_gain,2910
42,female,164.8,75.9,high,weight_loss,1981
46,female,174.7,75.3,medium,muscle_gain,2654
54,male,172.5,77.6,medium,weight_loss,2091
21,male,170.3,77.9,low,maintenance,2077
20,female,177.1,65.6,low,maintenance,1847
21,female,176.9,77.0,medium,weight_loss,2140
19,female,164.8,58.2,medium,weight_loss,1721
32,female,169.2,42.0,low,maintenance,1375
48,female,160.3,55.5,high,weight_loss,1663
24,male,186.9,92.0,medium,muscle_gain,3446
54,female,163.5,43.0,high,muscle_gain,2119
60,female,163.9,50.4,low,maintenance,1325
46,male,181.5,76.9,low,muscle_gain,2152
60,female,167.2,77.9,low,maintenance,1753
61,male,182.5,87.8,low,weight_loss,1688
29,female,179.0,80.6,medium,weight_loss,2081
33,female,162.0,72.0,low,weight_loss,1515
41,female,168.3,53.3,medium,weight_loss,1633
37,female,161.6,58.5,medium,maintenance,1855
44,female,168.8,115.4,medium,maintenance,2946
24,female,170.8,94.9,low,muscle_gain,2259
63,female,173.0,55.3,low,weight_loss,1209
18,male,186.4,86.4,medium,muscle_gain,3357
45,male,176.2,84.3,medium,maintenance,2665
33,female,178.5,75.5,medium,muscle_gain,2563
23,male,169.4,72.8,low,maintenance,1844
60,female,179.6,68.1,low,maintenance,1608
19,male,181.2,74.9,low,muscle_gain,2445
27,female,174.6,53.0,medium,muscle_gain,2282
27,female,153.7,71.5,medium,maintenance,2181
26,male,189.1,76.4,low,maintenance,2274
54,male,178.3,84.2,medium,weight_loss,2218
38,male,187.7,86.7,high,weight_loss,2849
60,male,204.2,63.3,low,maintenance,1968
18,male,172.7,92.7,low,muscle_gain,2459
59,female,179.8,75.4,low,weight_loss,1443
45,male,178.2,68.1,medium,muscle_gain,2702
39,male,179.7,87.0,low,weight_loss,1817
45,female,173.9,42.0,high,weight_loss,1504
47,male,190.1,74.8,medium,muscle_gain,2871
36,female,164.6,60.3,low,weight_loss,1409
37,male,167.8,64.8,low,maintenance,1851
52,male,184.1,76.6,low,weight_loss,1807
22,male,184.4,73.5,low,maintenance,2081
43,female,169.0,72.8,medium,weight_loss,1785
46,female,170.6,73.3,medium,maintenance,2317
41,female,166.5,82.3,medium,muscle_gain,2553
35,male,180.1,109.3,low,maintenance,2484
47,female,170.3,70.4,low,maintenance,1696
48,female,162.4,109.3,medium,weight_loss,2129
44,female,162.5,60.8,low,muscle_gain,1685
22,female,184.7,50.3,medium,weight_loss,1873
34,female,171.2,60.4,high,muscle_gain,2384
60,female,169.4,60.2,medium,weight_loss,1509
44,male,181.3,87.3,medium,weight_loss,2367
49,male,169.8,69.5,low,maintenance,1784
27,male,180.8,84.7,low,maintenance,2041
60,female,173.6,64.5,medium,weight_loss,1547
23,male,168.9,104.8,medium,muscle_gain,3277
59,male,174.2,61.5,high,weight_loss,2110
26,female,175.8,61.7,medium,muscle_gain,2298
53,female,171.5,84.9,medium,maintenance,2224
22,male,178.5,73.5,medium,maintenance,2702
39,female,164.5,88.7,medium,weight_loss,2011
54,male,177.6,56.2,low,weight_loss,1494
58,female,168.7,54.9,low,maintenance,1412
61,male,187.3,90.7,medium,maintenance,2674
64,male,179.4,60.5,medium,maintenance,2182
23,female,174.2,72.3,low,weight_loss,1532
37,male,166.8,66.5,low,muscle_gain,2013
23,male,178.8,64.9,medium,weight_loss,2294
34,female,163.9,63.5,medium,weight_loss,1797
48,male,173.0,76.3,medium,weight_loss,2150
64,male,186.7,71.4,medium,weight_loss,2062
56,female,189.4,55.6,low,muscle_gain,1856
57,female,164.6,74.2,medium,muscle_gain,2319
49,male,179.7,79.4,high,maintenance,2897
58,female,183.6,52.3,low,weight_loss,1384
58,female,164.1,53.4,low,maintenance,1291
48,male,179.9,73.0,low,muscle_gain,2033
51,female,164.4,89.4,low,maintenance,1733
56,female,167.9,64.6,medium,maintenance,1951
31,female,176.5,64.8,high,weight_loss,2019
40,female,168.9,68.0,low,weight_loss,1383
51,male,172.4,100.0,medium,weight_loss,2551
43,female,169.9,72.1,low,weight_loss,1346
50,male,186.5,83.8,medium,muscle_gain,3043
39,female,148.4,84.4,high,weight_loss,2154
39,female,164.5,72.0,medium,weight_loss,1862
22,female,176.3,49.4,high,weight_loss,1994
39,female,172.5,63.8,medium,weight_loss,1546
37,female,175.1,73.2,medium,maintenance,2319
31,female,178.4,72.1,medium,weight_loss,1964
55,male,175.2,91.2,low,maintenance,2060
59,male,182.0,101.0,low,weight_loss,1880
57,female,182.4,70.4,low,weight_loss,1455
39,female,176.9,62.0,medium,weight_loss,1955
37,male,178.4,79.2,low,maintenance,2087
63,male,188.4,64.0,medium,weight_loss,2145
54,female,164.7,59.3,low,weight_loss,1134
35,male,182.7,64.5,low,maintenance,2007
18,female,173.1,59.4,low,weight_loss,1370
45,male,165.5,67.4,low,maintenance,1690
27,female,161.6,60.4,low,muscle_gain,1690
61,male,177.8,79.4,high,maintenance,2707
49,female,168.1,53.8,low,maintenance,1383
30,female,169.3,54.9,low,weight_loss,1246
40,female,167.1,74.9,low,muscle_gain,1961
28,male,184.4,105.9,low,maintenance,2483
24,male,182.5,82.1,low,muscle_gain,2468
28,female,162.5,51.7,medium,maintenance,1859
25,female,164.8,57.1,medium,maintenance,2022
52,male,186.9,84.1,medium,maintenance,2709
36,male,183.7,78.7,low,maintenance,2175
60,male,163.5,83.8,medium,maintenance,2459
31,female,163.5,74.7,medium,muscle_gain,2565
22,female,165.3,89.9,low,muscle_gain,2215
36,female,148.0,54.3,high,maintenance,1963
50,female,167.4,52.2,low,maintenance,1376
53,male,195.9,48.6,medium,weight_loss,1848
24,male,184.5,79.3,low,weight_loss,1859
23,male,176.5,83.5,medium,weight_loss,2324
36,female,176.9,70.5,low,weight_loss,1641
29,male,179.3,92.0,low,maintenance,2295
59,female,172.4,89.5,medium,weight_loss,1918
23,male,166.0,102.4,low,muscle_gain,2723
64,female,175.2,63.7,medium,maintenance,1834
64,male,178.3,75.1,medium,weight_loss,2068
59,male,165.5,61.5,high,weight_loss,2039
39,female,145.1,77.3,low,muscle_gain,1677
21,male,184.8,73.7,low,weight_loss,1860
52,female,169.9,80.6,low,weight_loss,1634
33,male,173.5,79.1,medium,maintenance,2657
40,male,179.4,47.0,medium,maintenance,2210
36,male,174.2,70.6,high,maintenance,2854
20,male,174.4,76.6,medium,weight_loss,2214
47,female,161.3,55.6,low,muscle_gain,1380
21,female,179.6,72.7,low,maintenance,1777
27,female,169.7,79.2,low,weight_loss,1528
44,male,175.4,77.2,high,maintenance,2833
20,female,158.3,58.0,high,muscle_gain,2355
48,female,175.3,74.1,low,maintenance,1651
27,male,195.2,81.3,high,maintenance,3174
49,male,169.7,73.8,medium,weight_loss,2094
33,female,165.7,70.8,low,weight_loss,1481
48,male,179.8,102.3,low,weight_loss,1994
21,female,161.2,55.3,low,maintenance,1602
41,male,180.5,73.8,medium,muscle_gain,2843
33,male,194.8,97.4,low,maintenance,2396
23,female,163.8,74.0,medium,maintenance,2401
35,male,164.2,79.3,medium,weight_loss,2146
26,female,171.5,48.6,high,weight_loss,1953
63,female,182.0,81.8,low,maintenance,1913
43,male,174.9,70.6,medium,maintenance,2518
44,female,173.0,59.7,low,muscle_gain,1699
64,male,189.1,85.0,medium,weight_loss,2352
28,female,169.4,42.0,low,maintenance,1419
22,female,174.9,54.3,medium,maintenance,2136
58,male,172.8,81.8,low,muscle_gain,2102
56,female,168.6,47.2,low,muscle_gain,1396
18,male,179.2,87.9,high,maintenance,3348
49,female,156.3,93.6,medium,weight_loss,2016
45,male,174.0,91.6,medium,maintenance,2718
21,female,173.4,82.1,medium,weight_loss,2162
50,male,175.9,75.8,medium,maintenance,2517
48,female,156.8,72.9,high,weight_loss,1980
48,female,158.7,90.4,low,weight_loss,1450
34,male,168.5,92.4,low,muscle_gain,2359
33,male,174.6,43.3,high,weight_loss,2065
24,female,179.3,78.5,low,weight_loss,1738
42,male,183.7,69.2,high,muscle_gain,3103
58,female,173.0,42.0,low,maintenance,1332
48,male,178.0,94.3,low,weight_loss,1944
29,female,170.2,66.8,medium,maintenance,2215
45,female,161.6,78.2,high,weight_loss,2038
39,male,161.0,92.5,medium,weight_loss,2255
23,male,193.3,76.1,low,maintenance,2264
64,female,176.8,57.4,medium,weight_loss,1585
64,female,175.7,85.3,low,maintenance,1649
24,male,180.4,86.7,low,weight_loss,1957
33,female,178.6,99.4,medium,weight_loss,2280
38,female,178.3,65.1,low,weight_loss,1514
63,male,175.9,88.5,low,maintenance,2009
52,female,183.2,75.2,medium,weight_loss,1888
23,female,171.4,47.1,medium,maintenance,1922
43,female,173.8,86.2,low,weight_loss,1529
38,male,178.1,60.9,low,maintenance,1878
64,male,173.3,86.6,high,weight_loss,2357
52,female,156.5,68.6,medium,muscle_gain,2120
46,male,191.0,78.8,medium,maintenance,2775
52,female,164.8,73.9,low,muscle_gain,1774
62,female,182.9,69.5,medium,weight_loss,1649
52,female,178.1,98.2,medium,maintenance,2560
31,male,194.5,77.4,low,maintenance,2068
53,male,172.6,78.9,medium,muscle_gain,2771
63,female,171.8,75.6,low,weight_loss,1389
50,female,170.9,74.2,high,maintenance,2526
41,female,170.6,50.6,low,weight_loss,1250
61,male,170.5,63.4,low,maintenance,1562
31,female,166.8,48.3,medium,maintenance,1831
30,male,182.3,70.0,low,muscle_gain,2307
57,female,177.4,42.0,medium,maintenance,1758
40,male,178.4,76.1,medium,muscle_gain,2935
47,male,173.7,108.6,medium,maintenance,2939
57,female,164.1,64.4,high,maintenance,2174
20,male,186.4,82.0,high,weight_loss,2855
21,male,171.0,78.6,medium,weight_loss,2430
27,female,160.0,73.8,low,weight_loss,1490
49,female,177.2,74.0,high,maintenance,2478
56,male,162.0,90.4,low,weight_loss,1762
35,male,182.7,70.7,low,weight_loss,1674
23,male,193.8,58.6,low,weight_loss,1793
60,female,173.0,53.8,low,maintenance,1531
33,female,162.8,71.7,low,weight_loss,1553
53,male,177.7,88.7,medium,muscle_gain,2898
48,male,187.5,101.2,low,maintenance,2314
35,male,183.7,66.2,low,muscle_gain,2150
21,female,178.6,77.6,medium,muscle_gain,2793
29,male,165.8,70.8,low,weight_loss,1766
42,male,171.5,87.4,medium,weight_loss,2325
38,female,183.5,82.4,low,weight_loss,1723
31,female,179.1,69.6,low,maintenance,1637
35,male,172.7,63.4,low,maintenance,1849
61,female,172.4,80.9,high,weight_loss,2082
36,female,154.5,66.2,high,muscle_gain,2400
47,female,185.4,62.5,medium,weight_loss,1783
39,male,178.0,104.9,low,weight_loss,2005
57,female,170.6,79.6,medium,muscle_gain,2526
19,female,168.0,80.9,medium,weight_loss,2058
22,female,182.2,83.0,high,weight_loss,2414
38,female,182.8,47.1,low,maintenance,1448
20,female,175.0,73.1,low,muscle_gain,2158
52,female,179.5,62.6,low,muscle_gain,1751
39,female,179.2,44.8,low,muscle_gain,1640
18,male,188.3,72.5,low,muscle_gain,2266
54,male,185.7,76.4,low,weight_loss,1597
28,male,177.7,90.0,low,maintenance,2258
30,male,196.3,58.9,low,muscle_gain,2287
46,male,172.6,71.8,high,weight_loss,2343
50,male,167.4,90.2,low,muscle_gain,2191
28,male,177.7,98.1,low,weight_loss,1926
52,male,169.8,69.8,low,maintenance,1906
37,female,177.2,74.8,low,maintenance,1799
49,male,181.9,91.3,medium,maintenance,2878
31,male,174.2,86.6,medium,weight_loss,2293
43,female,175.1,79.4,medium,weight_loss,1950
38,male,189.3,91.3,medium,maintenance,2905
47,female,164.2,63.4,medium,weight_loss,1622
34,male,180.8,71.6,low,maintenance,1955
63,female,152.2,51.7,medium,weight_loss,1231
41,female,160.2,69.4,medium,maintenance,2060
30,male,188.4,58.4,low,maintenance,1907
64,male,189.4,91.4,low,weight_loss,1869
51,male,184.8,77.8,medium,maintenance,2626
31,male,177.7,69.9,medium,weight_loss,2200
34,male,168.8,67.5,high,weight_loss,2198
28,male,181.0,88.4,medium,maintenance,3047
57,male,185.9,84.7,medium,maintenance,2667
53,female,164.9,64.6,high,maintenance,2196
29,male,167.3,102.7,low,muscle_gain,2445
45,female,174.1,85.8,low,maintenance,1887
22,female,167.3,45.1,low,maintenance,1464
59,male,174.2,68.2,low,weight_loss,1549
28,male,169.6,72.3,medium,weight_loss,2233
49,male,170.1,80.9,medium,weight_loss,2181
32,female,172.6,64.4,medium,muscle_gain,2363
40,male,188.7,88.9,high,weight_loss,2646
19,male,178.8,83.2,medium,weight_loss,2394
61,male,189.6,90.8,low,weight_loss,1820
33,male,181.8,115.5,low,maintenance,2423
18,female,179.8,72.6,medium,muscle_gain,2583
50,female,185.3,42.0,low,maintenance,1476
25,male,159.2,86.2,low,weight_loss,1818
49,male,163.1,89.7,high,muscle_gain,3021
24,male,171.2,57.7,high,muscle_gain,2792
64,female,174.8,59.3,low,weight_loss,1202
22,male,179.3,85.3,medium,weight_loss,2484
55,male,177.2,84.4,medium,maintenance,2647
54,male,181.1,80.4,medium,weight_loss,2160
41,male,181.1,83.2,low,weight_loss,1950
32,female,163.0,53.1,medium,weight_loss,1728
41,female,162.8,92.4,medium,maintenance,2556
59,female,187.6,70.5,medium,weight_loss,1725
59,male,187.2,88.4,low,weight_loss,1817
48,male,181.4,82.3,high,weight_loss,2274
63,male,198.6,58.9,low,weight_loss,1513
47,male,181.8,82.1,medium,weight_loss,2530
44,female,171.6,43.1,medium,weight_loss,1372
40,male,178.3,99.2,medium,weight_loss,2369
40,female,175.3,42.1,medium,weight_loss,1613
64,female,175.2,74.3,medium,muscle_gain,2193
35,female,169.0,72.4,medium,weight_loss,1994
57,male,179.9,68.1,low,maintenance,1557
24,male,182.5,71.7,medium,weight_loss,2306
54,male,191.2,78.5,medium,maintenance,2704
54,female,178.9,102.5,medium,weight_loss,2269
44,male,173.2,76.1,high,weight_loss,2346
50,female,184.2,74.5,medium,weight_loss,2066
52,male,178.2,73.8,high,weight_loss,2372
46,female,168.0,69.9,low,weight_loss,1347
63,male,183.6,95.6,low,muscle_gain,2290
40,female,165.5,52.8,low,maintenance,1487
29,female,176.2,61.2,low,maintenance,1724
21,female,166.9,48.4,low,weight_loss,1134
25,female,177.7,102.4,medium,weight_loss,2347
46,male,179.6,68.6,medium,muscle_gain,2774
49,female,169.7,47.0,low,maintenance,1349
24,male,189.5,90.3,medium,weight_loss,2644
36,female,178.1,82.0,low,maintenance,1843
39,male,184.2,79.7,medium,muscle_gain,3093
34,male,169.7,86.8,low,maintenance,2093
64,male,181.7,108.2,medium,maintenance,2963
26,male,167.8,95.5,low,muscle_gain,2582
51,male,187.1,74.9,low,muscle_gain,2264
22,male,180.9,107.6,high,weight_loss,3148
20,female,186.0,83.6,high,muscle_gain,3343
52,female,173.5,73.4,low,maintenance,1664
56,female,183.7,63.6,medium,maintenance,2139
20,male,191.0,82.8,low,weight_loss,2007
29,male,178.5,81.9,low,weight_loss,1811
56,female,191.7,50.1,low,weight_loss,1274
33,male,182.7,82.4,low,muscle_gain,2364
51,male,165.3,63.7,high,weight_loss,2101
23,male,163.3,59.2,medium,maintenance,2426
57,female,176.7,54.6,low,maintenance,1263
26,male,163.5,86.0,medium,weight_loss,2242
53,female,158.4,84.4,low,muscle_gain,1986
18,female,185.3,84.1,low,weight_loss,1792
27,male,181.5,82.5,low,weight_loss,1970
39,female,166.8,59.1,medium,weight_loss,1622
29,female,168.3,76.9,low,weight_loss,1532
32,male,179.4,73.1,low,muscle_gain,2259
58,female,162.3,46.4,low,weight_loss,1064
30,male,179.8,79.3,low,muscle_gain,2100
54,male,170.0,60.1,low,maintenance,1546
43,female,176.1,67.7,high,maintenance,2500
61,female,178.5,64.7,medium,maintenance,1998
18,male,167.3,87.0,low,maintenance,2265
28,male,180.8,102.7,low,maintenance,2401
63,male,175.6,87.6,low,maintenance,2166
24,female,159.2,48.2,medium,weight_loss,1646
43,female,176.6,64.8,medium,weight_loss,1717
63,male,177.2,89.0,low,maintenance,2006
21,female,165.8,54.8,low,maintenance,1589
47,male,191.1,85.0,medium,maintenance,2719
43,female,161.3,48.3,medium,weight_loss,1475
48,female,186.4,54.5,medium,maintenance,1964
63,female,172.9,51.6,low,weight_loss,1205
56,male,192.5,70.4,medium,weight_loss,2123
25,male,181.7,94.2,high,muscle_gain,3794
29,female,167.4,57.1,low,weight_loss,1361
45,male,175.9,114.2,medium,weight_loss,2641
39,female,171.2,57.2,medium,muscle_gain,2087
25,male,174.1,73.9,medium,weight_loss,2324
56,female,167.7,46.7,low,maintenance,1391
36,male,176.9,82.4,low,muscle_gain,2374
54,male,169.5,50.8,high,maintenance,2380
58,male,193.7,79.4,medium,muscle_gain,2890
53,female,153.5,85.0,medium,maintenance,2092
33,male,168.6,77.1,medium,weight_loss,2060
58,female,161.7,80.8,low,maintenance,1646
21,male,190.9,87.7,medium,weight_loss,2590
52,male,188.6,54.1,low,muscle_gain,2069
30,female,163.9,67.5,medium,maintenance,2154
30,female,154.5,61.7,medium,muscle_gain,2186
22,male,191.7,76.8,medium,muscle_gain,3066
41,female,174.3,63.9,high,maintenance,2417
54,female,164.0,68.9,medium,weight_loss,1701
61,male,177.5,57.2,low,maintenance,1740
36,male,173.0,97.0,medium,weight_loss,2532
35,female,169.9,57.7,medium,maintenance,2137
35,male,178.2,90.6,high,weight_loss,2709
61,male,172.7,78.2,medium,weight_loss,2049
35,male,176.7,76.7,low,maintenance,1959
59,female,179.1,66.5,medium,weight_loss,1874
47,male,171.2,73.1,low,weight_loss,1580
42,female,178.1,59.0,low,maintenance,1506
23,male,169.1,66.2,medium,maintenance,2468
30,female,170.4,50.9,low,maintenance,1509
61,female,173.0,42.0,high,maintenance,1776
23,male,183.9,103.0,medium,maintenance,3253
47,male,183.0,63.8,low,maintenance,1960
18,male,178.6,68.0,low,maintenance,2062
30,male,168.8,53.8,medium,maintenance,2322
61,female,182.6,57.0,low,maintenance,1573
34,female,157.1,96.4,high,maintenance,2887
53,male,182.5,97.1,low,maintenance,2266
40,female,185.6,66.1,medium,muscle_gain,2567
18,male,176.0,81.4,medium,weight_loss,2615
35,female,166.5,81.2,low,muscle_gain,2015
48,female,155.7,44.3,medium,muscle_gain,1622
30,male,178.2,76.6,low,muscle_gain,2225
49,male,187.5,85.0,low,weight_loss,1818
27,female,163.5,96.0,medium,weight_loss,2205
21,male,183.9,96.1,low,weight_loss,2198
30,female,170.3,59.7,low,muscle_gain,1701
54,female,182.9,75.7,low,maintenance,1773
61,male,179.1,55.2,high,maintenance,2361
21,male,170.8,90.2,medium,weight_loss,2628
34,female,158.0,59.5,low,weight_loss,1165
50,female,169.9,93.8,medium,weight_loss,1991
42,male,183.8,95.2,medium,maintenance,2827
53,male,184.7,73.9,medium,maintenance,2480
28,male,185.2,81.0,high,muscle_gain,3349
62,male,188.9,78.0,medium,weight_loss,2178
19,male,156.6,82.9,low,maintenance,2138
32,male,187.9,76.3,low,weight_loss,1801
57,female,172.7,69.9,medium,weight_loss,1817
23,female,174.9,69.3,medium,weight_loss,1992
25,female,183.0,66.9,low,muscle_gain,2079
18,female,167.4,71.6,low,maintenance,1824
27,male,175.0,92.7,low,maintenance,2246
46,female,170.6,49.7,medium,weight_loss,1751
61,male,183.7,83.5,low,muscle_gain,2082
53,female,169.6,42.0,low,weight_loss,1057
26,female,167.3,91.1,medium,maintenance,2576
61,female,163.9,56.2,medium,maintenance,1649
51,male,178.9,52.4,low,maintenance,1707
62,female,180.0,87.3,low,weight_loss,1571
40,female,165.5,68.5,low,muscle_gain,1740
22,female,173.3,65.1,medium,muscle_gain,2403
32,female,173.3,70.1,medium,maintenance,2353
54,female,171.7,82.4,medium,weight_loss,2033
40,female,167.7,62.7,low,maintenance,1460
20,female,160.6,51.0,low,maintenance,1378
38,female,175.4,81.8,low,maintenance,1873
36,male,155.3,66.6,medium,maintenance,2245
19,female,164.7,67.9,low,weight_loss,1444
29,female,169.9,42.6,medium,maintenance,1932
27,male,187.4,65.8,low,maintenance,1982
36,female,181.9,50.9,low,weight_loss,1377
34,female,157.2,73.9,medium,maintenance,2167
38,female,168.9,61.9,low,weight_loss,1298
31,male,181.1,104.1,low,maintenance,2378
63,male,176.1,78.0,medium,maintenance,2504
30,female,175.1,70.1,medium,muscle_gain,2519
42,female,175.0,58.2,low,maintenance,1561
21,female,183.5,75.2,medium,maintenance,2619
48,male,176.9,64.8,low,weight_loss,1580
49,male,177.1,87.1,medium,weight_loss,2237
62,female,167.1,60.6,medium,weight_loss,1539
30,male,179.6,90.5,low,maintenance,2239
47,female,161.6,58.7,medium,weight_loss,1589
45,female,156.7,78.5,medium,muscle_gain,2262
39,female,181.0,61.4,low,muscle_gain,1689
22,male,197.6,42.1,low,muscle_gain,2025
61,female,176.5,65.4,high,muscle_gain,2491
41,male,164.8,107.9,medium,weight_loss,2709
21,female,174.4,91.8,high,weight_loss,2443
39,female,167.9,42.9,low,weight_loss,1264
28,female,168.0,73.1,low,weight_loss,1470
32,female,167.7,60.5,medium,maintenance,2002
35,male,167.4,102.6,low,maintenance,2243
60,female,176.4,88.0,low,maintenance,1840
22,male,170.1,64.0,low,weight_loss,1477
38,male,190.1,95.7,low,weight_loss,2035
22,female,178.9,64.0,medium,muscle_gain,2609
54,male,175.4,60.8,medium,muscle_gain,2596
57,male,173.2,65.9,medium,maintenance,2202
37,male,182.2,84.6,low,maintenance,2164
25,male,183.6,78.0,low,weight_loss,1838
42,male,174.4,63.1,low,maintenance,1889
30,male,175.6,99.4,high,maintenance,3507
59,female,184.1,47.4,medium,maintenance,1813
54,male,168.7,95.2,medium,muscle_gain,2870
51,male,187.2,79.6,medium,maintenance,2630
63,male,163.9,71.0,low,weight_loss,1512
38,female,172.8,56.9,medium,weight_loss,1863
56,male,181.1,58.1,low,muscle_gain,1982
56,female,174.9,76.4,medium,maintenance,2134
20,male,174.9,84.9,low,maintenance,2131
55,female,170.4,59.4,low,weight_loss,1197
29,male,170.0,112.8,medium,weight_loss,2795
42,male,157.5,74.4,medium,maintenance,2377
53,female,160.9,72.6,low,maintenance,1525
61,male,177.2,104.8,low,muscle_gain,2444
42,female,175.1,62.8,high,muscle_gain,2665
61,female,185.1,66.8,medium,muscle_gain,2317
46,female,183.2,98.4,low,maintenance,1982
55,male,178.6,76.0,medium,weight_loss,2127
22,male,186.7,78.5,low,maintenance,2205
64,male,184.1,67.7,low,weight_loss,1552
32,male,176.2,91.1,low,weight_loss,1906
21,female,161.8,66.5,medium,maintenance,2156
34,female,177.5,65.7,low,weight_loss,1433
29,male,169.7,59.6,high,weight_loss,2165
53,male,171.3,90.6,low,maintenance,2064
25,male,183.0,71.7,low,maintenance,1958
43,male,176.1,74.2,low,maintenance,2071
21,female,168.4,81.6,low,maintenance,1815
55,female,163.9,69.9,medium,weight_loss,1705
61,male,189.5,73.9,medium,muscle_gain,2752
45,female,163.4,42.0,medium,weight_loss,1400
31,male,193.6,90.6,high,weight_loss,3019
57,male,185.6,89.9,medium,weight_loss,2316
19,female,164.2,64.3,low,maintenance,1678
46,female,181.7,71.2,low,muscle_gain,2114
24,female,171.7,87.0,medium,maintenance,2691
19,male,182.5,87.5,medium,muscle_gain,3411
39,female,166.4,49.9,low,maintenance,1331
18,male,172.7,63.0,low,maintenance,1926
26,male,183.6,95.2,medium,weight_loss,2607
34,female,158.3,54.5,low,weight_loss,1166
36,male,165.2,57.9,low,weight_loss,1348
32,female,166.8,61.5,low,maintenance,1722
36,male,171.5,81.3,high,maintenance,2901
22,female,158.0,67.6,high,maintenance,2417
46,male,182.1,77.5,medium,maintenance,2584
62,male,168.3,87.8,low,maintenance,1846
61,female,179.2,42.0,low,maintenance,1300
42,male,183.8,83.8,low,weight_loss,1957
63,female,185.7,79.6,low,maintenance,1731
62,female,170.2,81.9,medium,maintenance,2167
39,male,181.5,93.1,high,muscle_gain,3591
57,male,185.7,74.9,medium,muscle_gain,2596
49,male,175.3,67.2,high,maintenance,2718
53,male,185.0,92.2,low,maintenance,2131
63,female,169.7,52.4,low,muscle_gain,1419
34,female,179.9,48.7,medium,weight_loss,1717
43,male,167.4,88.0,low,weight_loss,1740
24,male,180.8,88.2,low,maintenance,2355
26,female,171.5,46.1,low,maintenance,1398
48,male,166.7,88.5,medium,maintenance,2650
23,male,182.1,74.5,medium,weight_loss,2292
